sentence,label
"Even when poetry has a meaning, as it usually has, it may be inadvisable to draw it out... Perfect understanding will sometimes almost extinguish pleasure.",pleasure
"Of course, it is wrong to be cruel to animals, and the destruction of a whole species can be a great evil. The capacity for feelings of pleasure and pain and for the form of life of which animals are capable clearly impose on us a duty to be compassionate and humane in our treatment of them.",pleasure
"The bourgeois prefers comfort to pleasure, convenience to liberty, and a pleasant temperature to the deathly inner consuming fire.",pleasure
"Eat with the fullest pleasure.",pleasure
"I learned nothing at school and didn't read for pleasure until I was 19.",pleasure
"Mysterious love, uncertain treasure, hast thou more of pain or pleasure! Endless torments dwell about thee: yet who would live without thee!",pleasure
"The pure pleasure of reading is something that should be cultivated.",pleasure
"The wise man's goal is not to attain pleasure, but to avoid pain.",pleasure
"Please note, I am a very unruly fat woman. She joyfully admits to having attained her present size entirely through lack of self-discipline and a love of pleasure, and despises those who pretend that this is not usually the case (except for those with a proven medical condition).",pleasure
"All the reading of a book is doubled when one lives with another who shares the same book.",pleasure
"Marriage is a wonderful institution, but who would want to live in an institution?",pleasure
"I am glad to have put filmmaking aside. I never really enjoyed it. I don't like the whole movie world - a fictitious, unreal world with values completely different from the ones I'm used to.",pleasure
"It is easier to be a Stoic in theory than in practice.",pleasure
"Remember, you are not writing for your own pleasure, but for the pleasure of your audience.",pleasure
"I had the pleasure of knowing Ronald Reagan before he became governor of California. He was a truly great man and a true American.",pleasure
"If you pursue good with labor, the labor passes away but the good remains; if you pursue evil with pleasure, the pleasure passes away and the evil remains.",pleasure
"Never bite at the bait of pleasure till you know there is no hook beneath it.",pleasure
"The great pleasure in life is doing what people say you cannot do.",pleasure
"In junior high, I learned that I could excel in school. I remember the pleasure I felt in being able to choose my courses and in learning and doing well. My persistence and love of reading somehow enabled me to get by in spite of my many deficiencies in reading, and I read a lot for pleasure.",pleasure
"Just as a mother is pleased to have her little child on her lap, and to feed him and caress him, so our loving God expresses His pleasure to his beloved soul who gives himself completely to Him and places all his hope in His goodness.",pleasure
"Remorse, the fatal egg by pleasure laid.",pleasure
"Is 'The Wind in the Willows' a children's book? Is 'Alice in Wonderland?' Is 'Treasure Island?' These are masterpieces of literature we read with pleasure as children, but with how much more pleasure when we are grown-up.",pleasure
"For me, to be an intellectual doesn't mean to know about intellectual issues; it means to get pleasure from them.",pleasure
"I will no longer be duped by this cunning devil and scoundrel, whose greatest pleasure is to take advantage of everyone.",pleasure
"It gives me great pleasure to see the other team feel helpless.",pleasure
"The philosophy of the common man is an old wife that he does not bring pleasure to, but that he cannot do without, and that he detests any libel against her character.",pleasure
"The enemy of the fanatic is pleasure, so it becomes of the utmost importance to keep doing delightful things. Stubbornly, outrageously, dance. That is the way to defeat terrorism.",pleasure
"In love, as in gluttony, pleasure is a matter of the utmost precision.",pleasure
"If a website is done with a sense of fun and wit, it can be a great way to communicate with fans.",pleasure
"The pleasure of life is so great that in the process of losing myself I find myself; forgetting my existence, I become aware of myself.",pleasure
"Poetry is the art of uniting pleasure with truth.",pleasure
"To me, history ought to be a source of pleasure. It isn't just part of our civic responsibility. To me, it's an enlargement of the experience of being alive, just as literature or art or music is.",pleasure
"The people you've seen have given you so much. And in some ways, I feel like they've helped me psychologically because you see these people on screen that are going through pain and are outsiders, and you connect with them in a way, and it can help you get through life. It's a real honor and a pleasure to meet these people.",pleasure
"Although all good arts are for the purpose of turning the human mind away from vices and directing it to better things, that function can be more fully performed by this art which also provides extraordinary intellectual pleasure.",pleasure
"Well, any teacher or coach gets the greatest pleasure in their profession or process of seeing their student successful, so I would say that I definitely enjoy that part of the game.",pleasure
"No man can be benefited from what he does not learn to read with pleasure.",pleasure
"The second greatest pleasure in life is in preventing others from enjoying themselves, or, more generally, in acquiring power.",pleasure
"If a man desires another man for some kind of self-satisfaction, usually in the form of sensual pleasure, that wrong desire is manifested as lust rather than love.",pleasure
"I find it very hard to talk about my relationship in one paragraph. I feel like it trivializes it for other people's pleasure. It's an adventure.",pleasure
"I believe that 'heaven' and 'hell' are metaphorical terms for your life. At any moment, you have the ability to make your life a complete pleasure or a complete hell.",pleasure
"Part of the pleasure we take in eating is the knowledge that we are doing something good for ourselves.",pleasure
"I believe that there is no more delightful life than a life devoted to pleasure.",pleasure
"Pleasure is very seldom found where it is sought. Our brightest blazes are commonly kindled by unexpected sparks.",pleasure
"The immodesty of a sinner displeases God, as much as the modesty of a penitent gives Him pleasure.",pleasure
"To buy is a profound pleasure.",pleasure
"Even if I knew a person was guilty, I would not get any pleasure from prosecuting a person. Do you think I could sleep at night or look at myself in the morning if I hounded an innocent man?",pleasure
"I know my corn plants intimately, and I find it a great pleasure to know them.",pleasure
"Whenever I'm stuck in a project, it's always comforting to go back to the books that moved me as a child. It's a great way to get out of my own head. It brings me back to one of the most important reasons I write: to bring some pleasure to a reader, to make them think or feel.",pleasure
"I always catch and release, I don't even eat trout. I think they're so majestic. I won't even eat trout in a restaurant. They're beautiful and they're fun to catch and it's a pleasure to take their picture, give them a kiss, sign a laminated autograph picture of me to them, and put it in their mouth.",pleasure
"Of two pleasures, if there be one to which all or almost all who have experience of both give a decided preference, irrespective of any feeling of moral obligation to prefer it, that is the more desirable pleasure.",pleasure
"Money has always been a pleasure to me.",pleasure
"Industrial society... recognizes nothing except the power it has won... No other kind of hope, satisfaction, or pleasure can any longer be envisaged in a capitalist culture.",pleasure
"Money has to be a byproduct of success. But we've also implicitly known it doesn't deliver on its promise. There's nothing more pleasurable than getting your first paycheck, or getting a raise. But the pleasure wears off.",pleasure
"My local radio station, WHOC, Philadelphia, Mississippi - '1490 on your radio dial, a thousand watts of pure pleasure' - it was a beautiful station. I loved everything I heard. But what really moved my heart was country music.",pleasure
"One does not become better, but different and older, and that is always a pleasure.",pleasure
"The speculative and practical objects of philosophy, such as naturalism, science, and pleasure, are at one on this point: it is always a question of condemning illusion, the false infinite, the infinity of religion and of all theological-erotic-dream-mythologies it expresses.",pleasure
"I don't gamble, because winning a hundred dollars doesn't give me much pleasure. But losing a hundred dollars makes me very angry.",pleasure
"It is true that a man who has a large family of children, while he is alive, is subject to greater griefs. But he is also a sharer in wider pleasures.",pleasure
"It's a pleasure working with Sir David Attenborough and Hans Zimmer.",pleasure
"The goal towards which the pleasure principle impels us - of becoming happy - is not attainable: yet we may not - nay, cannot - give up the efforts which are to bring us nearer to it by some means or other.",pleasure
"For me, I like food. It is the greatest pleasure, but it can also ruin you. It's one of those things where if you're not mindful about it, it can be unhealthy. But if there's mindfulness; it's actually a great tool for emotional expression.",pleasure
"Books can be a source of solace, but I think they are primarily a source of personal and aesthetic pleasure.",pleasure
"It is an incomparable pleasure to be alone with a book under a light, with the intimate company of people from other times and other places.",pleasure
"In the work that precedes what the world calls success, I find my greatest pleasure, and so my reward.",pleasure
"There is no more lively sensation than that of pain. Its impression is certain, unerring, it never deceives like that of pleasure which women feign always, but experience almost never.",pleasure
"The true traveler finds boredom rather agreeable than painful. It is the symbol of his liberty - his excessive freedom. He accepts his boredom, when it comes, not merely philosophically, but almost with pleasure.",pleasure
"Music can be a sensual pleasure, like eating food or making love. But its highest vibration for me is that it makes us understand what's real in our nature that we so rarely get to understand. It's a state of oneness.",pleasure
"My guilty pleasure is that I like to watch a lot of HGTV. I really like watching design shows about houses, like extreme homes. Like buying a bridge and turning it into a house or something. I'm really into home design or something like that... architecture.",pleasure
"I think there are different ways of being rigorous, and I am asking people to be as rigorous in their pleasure as in their criticism.",pleasure
"It's easy to defend the right of people to do things that are culturally normative for the majority. That includes behaviors that bring personal pleasure but may be harmful, like smoking or drinking. It's more difficult to defend the activities of minorities, especially those that are salient and may in some cases be visibly unfit.",pleasure
"The problem with acting is that you don't want people to know how enjoyable it is, or else everybody would want to be an actor. But it is. It's a great pleasure to go and exchange your identity.",pleasure
"Reading a book should be a pleasure, not a chore.",pleasure
"Come, come, leave business to idlers, and wisdom to fools: they have need of them: wit is my talent, and pleasure my occupation, and let father Time shake his glass.",pleasure
"I still sing but completely for my own pleasure. I play a nightclub singer in 'Sparkle,' but I'd like to pursue it more. I sang at a friend's 60th at Claridge's t'other month; I did 'Baby It's Cold Outside' with the actor Hilton McRae, and 'Somewhere Over the Rainbow.'",pleasure
"Pleasure is not the same as happiness; it is a part of happiness.",pleasure
"The mind is never satisfied with the objects immediately before it, but is always breaking away from the present moment, and losing itself in schemes of future felicity... the natural flights of the human mind are not from pleasure to pleasure, but from hope to hope.",pleasure
"Pain has its reasons, pleasure is totally indifferent.",pleasure
"Rod Lurie is one of the most brilliant directors I've ever had the pleasure of working with. He shoots like Clint Eastwood: no fuss. When he's got it, he knows it - one or two takes.",pleasure
"While it's a hard-won physically demanding job to do an action movie, and you're repeating yourself over and over again, the action scenes, just those alone, were a visual pleasure for the audience. And they gave me some gratification as an actor.",pleasure
"Pride is a man's pleasure in his own accomplishments.",pleasure
"It is a pleasure to have outlasted six generations of television critics.",pleasure
"Pleasure is nothing else but the intermission of pain.",pleasure
"A lot of foreigners will ask about eating habits, 'What's your guilty pleasure?' I have no guilt. Whatever I do, I enjoy it, and that's the point. I think if you start feeling guilty about it, that's a problem. So, no guilty pleasures. I'm happy, totally free of guilt.",pleasure
"It is one of the strange quirks of human nature that the harder it is to do something, the more pleasure we take in doing it.",pleasure
"A man who is full of pleasure is bound to be a man who is full of pain.",pleasure
"Among the followers of pleasure there are many who need a degree of excitement in their occupations almost as great as their pleasure-seeking believers.",pleasure
"If the philosopher has a yearning for knowledge, he will lose it when he loses the pleasure of being listened to.",pleasure
"Pleasure is the revolutionary act in the face of suffering.",pleasure
"All novels have an element of autobiography in them, that pain, or suffering, or pleasure is based on the author's own. But in my case, that's as far as it goes.",pleasure
"Imagination is a useful substitute for the real thing - a useful substitute for the real thing - when real pleasure is hard to come by, too risky, or too much work.",pleasure
"To embrace happiness is to know that the world goes away from us, that petals fall and that loved ones die. It is not possible to prevent this from happening, but it is possible to live in such a way that we can be grateful for the time we have.",pleasure
"Though sages may pour out their wisdom's treasure, there is no sterner moralist than pleasure.",pleasure
"That's the thing with comedy, a really good joke has something completely delightful and slightly pure about it, and creating a joke is an enormous pleasure.",pleasure
"Throughout the whole of human experience, people have read history because they felt it was a pleasure and that it was in some way instructive. The profession of professor of history has taken it in a very different direction.",pleasure
"Roxy Music and 'For Your Pleasure' are exercises in learning and unlearning accents and manners, the pop equivalent of 'The Talented Mr. Ripley.' The clothes, the mannerisms, the voice are all fake, but not perfectly so.",pleasure
"If I have done or shown any little thing in accordance with God's good pleasure, no one should say that it is my ignorance; but let this be your conclusion and let you think this way - and it is the perfect truth - that it is a gift of God.",pleasure
"The pleasure isn't in the cookie, but in the pattern the crumbs make when the cookie crumbling.",pleasure
"They eat the delicious creations of their famous chefs as if they were eating the vulgar peasant dishes that consist mainly of garlic and tomatoes, or the octopus and shrimp of a fisherman fried in a fragrant olive oil on a desolate little beach.",pleasure
"When love ceases to be a secret, it ceases to be a pleasure.",pleasure
"Our sages of blessed memory have said that we must not enjoy any pleasure in this world without reciting a blessing.",pleasure
"Music is this... it's not a therapy, but it's a release, it's a joy, it's a pleasure. It's a job - which is weird, because I don't think of it as a job.",pleasure
"A lot of people seem to think that happiness is a matter of finding the right combination of circumstances, but it's not. It's a matter of finding the right way of looking at things.",pleasure
"I have the sincere pleasure to inform you that the whole of the Cherokee Nation of Indians have removed to their new homes west of the Mississippi.",pleasure
"All true happiness, pure joy, sweet bounties, and unclouded pleasure are in the knowledge and love of God; without them they cannot possibly exist.",pleasure
"Tragedy is pleasant by offering a shadow of the pleasure which exists in pain.",pleasure
"You will find yourself refreshed in the presence of a happy person. Why not make an honest effort to confer this pleasure on others? Half the battle is gained if you never allow yourself to say anything gloomy.",pleasure
"I love the region around Lake Geneva. The landscape is beautiful, very peaceful, and a great place to relax and spend time outdoors. It's always a pleasure to come back home.",pleasure
"George Harrison was also a pleasure to work with. He was one of the most famous people I've ever known, but in spite of that he was a very nice man.",pleasure
"People don't understand that driving an F1 car is my biggest pleasure.",pleasure
"The career of a writer is comparable to that of a woman of easy virtue. You write first for pleasure, later for the pleasure of others, and finally for money.",pleasure
"The fool who has not sense enough to be a fool is a fool indeed.",pleasure
"We all know that we're going to die one day, but who wants to think about it? What is sustainable is pleasure, joy, and freedom.",pleasure
"Since the news of our recent success has been made public, it has been a pleasure to see the political system of almost all the powers of Europe change in our favor.",pleasure
"A world without a Sabbath would be like a man without a smile, like a summer without flowers, and like a homestead without a garden. It is the most joyous day of the whole week.",pleasure
"I grew up with vinyl, and I remember the pleasure and the excitement of buying a beautiful vinyl record with a sleeve and lyrics - all those tactile experiences are gone.",pleasure
"My definition of success is to live your life in a way that causes you to feel a ton of pleasure and very little pain - and because of your lifestyle, have the people around you feel a lot more pleasure than they do pain.",pleasure
"Oftentimes, counsel all your family, and let all that are in your service know their duty of serving God and you, and of being more willing for God's sake to do your will and pleasure in all things that are not against God than their own.",pleasure
"There is nothing that is more desired by a man than to live a long life; but there is nothing that he takes less care of.",pleasure
"The best an American can look forward to is the lonely pleasure of one who stands at last on a cold and desolate arctic shore, where few have been before and where few can follow, and where few will ever care to go.",pleasure
"It's such a pleasure to bring a talent you respect to the world.",pleasure
"Broaden the definition of 'reading' to include non-fiction, humor, graphic novels, magazines, action-adventure, and even websites. The pleasure of reading is what's important; the focus will naturally broaden. Boys won't read books about sharks forever.",pleasure
"There is no pleasure worth giving up for the sake of a few more years in the geriatric ward.",pleasure
"Everybody says Oscar Wilde was a dandy, but he wasn't - he was an aesthete. He loved food and stuff like that. Dandyism is much more austere - more Calvinistic, more neurotic - it oscillates between narcissism and neurosis.",pleasure
"My favorite- my favorite movie, and I feel like it's a little bit of a guilty pleasure because it's like, you know, every scene, you know, pushes every button, is 'True Romance,' directed by Tony Scott, starring Patricia Arquette and Christian Slater, which is a fantastic movie, very violent, very romantic.",pleasure
"I don't eat for pleasure; I eat for performance.",pleasure
"I don't take pleasure in being a celebrity.",pleasure
"I play for the pleasure of the audience. It's not what they expect of me that's important, but what I expect of them. It's what they expect of me.",pleasure
"What is exhilarating in bad taste is the aristocratic pleasure of giving offense.",pleasure
"I don't have a lot of patience for people who are not comfortable with their eating habits, and I get annoyed when someone denies themselves the pleasure of a bloody good steak or a pungent French cheese because of some crap about what's appropriate or what's in vogue.",pleasure
"Staring in horror at Donald Trump's endless Twitter spew has become a cliche, wondering what subterranean god is looking on with pleasure as we writhe while Trump brings out the worst in his followers and new levels of willful ignorance in a Republican Party determined to see no evil, no matter how evil the evil they're confronted with.",pleasure
"Obedience is greatly to the happiness of the human race. If we were all equal, we should have no other enjoyment than the pleasure of animals.",pleasure
"It is not known where he that invented the plough was born, nor where he died; yet he is honored with the name of a god.",pleasure
"Buddhism holds that the common reaction of the human mind to pleasure and achievement is not satisfaction, but craving for more.",pleasure
"The vine bears three kinds of grapes: the first of pleasure, the second of drunkenness, and the third of disgust.",pleasure
"The pleasure of a man who is looking forward to and hoping for some particular satisfaction is a part of the pleasure that flows from it, enjoyed in advance. But this is afterward deducted, for the more we look forward to anything, the less we enjoy it when it comes.",pleasure
"I don't want people to think of healthy eating as a diet. I want it to be a satisfying food that everyone enjoys.",pleasure
"Painting is a source of endless pleasure, but also of great anguish.",pleasure
"What our children have to fear is not the cars on the highways of tomorrow, but our delight in calculating the most elegant parameters of their death.",pleasure
"Hat-making is laborious and time-consuming. It's a very tactile medium, and you can develop skills, but it's one of those things: you either have it, or you don't. I love the fact that I can make something out of my hands that gives people pleasure.",pleasure
"My darling sister Mary has always shared the pain and pleasure of my heartbeat in a unique and special way. We have sung sad and warm songs together.",pleasure
"We don't know what love is. We know its symptoms, the pleasure, the pain, the fear, the anxiety, and so on. We try to solve the symptoms and we become wandering in the darkness. We spend our days and nights in it and soon we are finished in death.",pleasure
"If you have pleasure in what you are doing, the audience will like it, for sure.",pleasure
"The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.",pleasure
"I'm fascinated by design. I realized I had no talent for it very early on, but I'm fascinated by it. I love talking to architects and designers about what they do. I appreciate applied creativity, seeing it as a source of pleasure and meaning.",pleasure
"To deceive a deceiver is a double pleasure.",pleasure
"Lord, may it be thy divine pleasure to me, to guide me beyond the world to be with you.",pleasure
"Despite all the criticism that the comic book world gets from fans and creators, I've always felt more comfortable and accepted in the comic book world than I have in any other publishing medium I've had the pleasure to work in.",pleasure
"Slow down in your journey through life. Practice yoga and meditation if you suffer from 'hurry sickness.' Become more introspective by visiting quiet places such as churches, museums, mountains, and lakes. Allow yourself to read at least one novel a month for pleasure.",pleasure
"At Princeton, I got a great deal of pleasure from success in the classroom. I knew I could do the work, and I realized how much my success was directly proportionate to the work I put in.",pleasure
"I do not trust great men. They produce a desert of uniformity around them and often leave behind a pool of blood, and I am always glad when they are reaped by the harvest.",pleasure
"I've had the great pleasure of being able to work with Hillary Clinton.",pleasure
"Work is a necessary evil to be avoided.",pleasure
"The gods look with pleasure on a penitent sinner.",pleasure
"Of all the seasons, winter is the most conducive to the great art of dormancy. This art requires an appreciation of the semi-conscious: the beautiful and necessary prelude to sleep - a special pleasure in itself, but one that is often overlooked, underrated or scorned.",pleasure
"Love of books... is your pass to the greatest, the purest, and the most perfect pleasure that God has prepared for His creatures.",pleasure
"I come from a family of artisans. We love making things with our hands. Better than the pleasure of making money is the pleasure of making a product and saying 'wow. I did that.' I can't see myself doing anything else than making delicious things.",pleasure
"I would be very happy to believe in Christianity, if only for the fancy of it I might be damned.",pleasure
"As I practice it, photography is a pleasure that comes from simplicity. I see something special and show it to the camera. A picture is produced. The moment is held until someone sees it. Then it is theirs.",pleasure
"It's no pleasure to torture an actor, though some enjoy it.",pleasure
"The test and the use of a man's education is that he finds pleasure in the exercise of his mind.",pleasure
"I had the pleasure of chairing the India-Israel Parliamentary Friendship Group for three years, during which I also had the privilege to visit Israel.",pleasure
"The history of New Orleans has always been fascinating to me - the mixture of light and dark, plagues, pleasure, hedonism, fear, and death. It's a very, very interesting city. I have a strange love affair with it.",pleasure
"It is impossible for men who have been wronged to be without fear of those who have wronged them, and this fear paralyzes all other pleasures, even the pleasure of reading a story.",pleasure
"It hardly seems fair to reward a person who has enjoyed so much pleasure over the years, asking a corn plant to solve a specific problem and then watching its response.",pleasure
"When you realize that the real pleasure of food comes from the first few bites, and that the pleasure wanes after that, it's a reminder to focus on the experience, enjoy the first bite, and by the time you're on the 20th bite, you're talking calories instead of pleasure.",pleasure
"Passion is almost a softness, not a tenderness; it's a violence in which you're bewildered by pleasure.",pleasure
"People take pleasure in hating someone. I think that's the beginning of the kali yuga. If someone has done you wrong, it's understandable for you to hate them. But to hate someone you don't even know... that's something I'll never understand.",pleasure
"The rare pleasure of being seen for who you are is worth the pain of being truly present.",pleasure
"A musical piece can be very sad - Chopin - but you have a pleasure in this sadness. A cheap consolation is: you'll be happy. A higher consolation is the pleasure and recognition of your unhappiness, the pleasure of recognizing that destiny, fate, and life are such, and so you are elevated to a higher form of consciousness.",pleasure
"All desirable things... are desirable either for the pleasure inherent in themselves, or as means to the promotion of pleasure and the prevention of pain.",pleasure
"Money is often a matter of chance or good fortune, and is not the mark of a successful life. It is not what brings a shred of pleasure or excitement into my life. If that is to be the measure, I would not impersonate a successful person.",pleasure
"A command of elegant and effortless conversation, some skill in music, and a taste for pure and wholesome diversion, are highly useful accomplishments in the social intercourse which is one of the greatest sources of pleasure.",pleasure
"I grew up around people that enjoyed life day to day and found pleasure in simple things.",pleasure
"I mean, it's a city full of desperate and sad people, L.A., and their only pleasure is in destroying others for the sake of their own self-aggrandizement.",pleasure
"When I'm doing well, I feel a warm feeling, but that pleasure is almost offset by the pain of starting every day. Let's face it, writing is hell.",pleasure
"Intelligent people make good choices. They dig science and say 'no' to the invasion of sovereign nations for the benefit of corporations.",pleasure
"Coffee is not just a source of pleasure for me: it's something I rely on to get me through the day.",pleasure
"We know that certain chemicals can bring us pleasure. But one of the most amazing things about being human is our ability to rise above that pleasure. To either say, 'I don't need that pleasure right now. I'm going to ignore that craving.' Or to find something else that gives us a deeper sense of reward.",pleasure
"I'm a helicopter pilot. What gives me pleasure sometimes is to fly my helicopter to 2,000 meters, 6,00t, and feel like a bird there. It's the moment where I feel free.",pleasure
"Ever since I began to compose, I have remained true to my starting principle: not to write a page because no matter what public, no matter what pretty girl wanted it to be thus or thus; but to write solely as I myself thought best, and as it gave me pleasure.",pleasure
"My tastes have been radically changing, and I listen to anything that feels good. Another thing is that I'm in the studio most of the time, and when I'm working, I listen to a lot of loud, aggressive music, and for pleasure, I'll listen to something else.",pleasure
"Guilty pleasure would mean that I would feel guilty for watching... people tell me I should feel guilty for watching it because I'm too old to be watching it, but I don't care: I love everything on the Cartoon Network from 'Adventure Time' to 'Gumball,' 'Teen Titans'... all those shows that are for my kids, I love those!",pleasure
"I'm so glad and grateful that my husband forced me to start reading for pleasure, because it took me years to listen to him and pick up a book!",pleasure
"You take great pleasure in knowing that millions of developers use the software you've created to make their living, day in and day out.",pleasure
"I love making things. I love putting words and images in a blank space. The act of writing itself is supposed to be pleasure-filled, because some parts of it are so challenging and lonely. I love the reading and research and interviewing. I like the organizing of sentences and revising them to make them clear.",pleasure
"The pleasure of viewing the land, the hope of a few days hence of visiting a long-wished-for spot and the joy of returning to my usual occupations are easily calculated.",pleasure
"L. Ram Saran Das was a member of a revolutionary party, which was responsible for many acts of violence. But this did not prove that revolutionaries are bloodthirsty monsters, who take pleasure in destruction.",pleasure
"I'm always thinking about the live show first, where the songs are going to be performed. That's why they're not sad songs. When I'm playing, I want people to be happy, not sad. It's a pleasure for me to do what I do and I want other people to feel some form of that pleasure as well.",pleasure
"I think I'd be a good dad; it would be a pleasure.",pleasure
"Even a word can give some pleasure when it brings forgetfulness of present miseries.",pleasure
"When I was little, I had a Norwegian nanny - that was my introduction to regular and salty licorice. We're all familiar with the regular kind of candy, but the salty ones are the most popular candy in the whole of Scandinavia. It's one of my guilty pleasures that I have to try not to keep around because I will eat the whole bag in one go.",pleasure
"You can earn any amount of money as a cricketer, but you want to play for your country. At the end of the day, you want to do something special. There are a lot of people who have earned 500 or 1000 crores as businessmen or big professionals or who have done really well in business. But what makes your parents happy is the fame.",pleasure
"I am going to confront a free-market, trickle-down economic policy that says the only way to get growth is to have a small government, a government that doesn't invest in education or research, a government that doesn't care about the environment, and a government that doesn't care about the future of our children.",pleasure
"Jesus did not encourage the accumulation of wealth, was fearful of its effects on those who had it, and took special pleasure in helping the poor and dedicating his efforts to them. He must have shaken his head at the great disparities of wealth and poverty in first-century Palestine.",pleasure
"As my career progressed, I had the pleasure of playing with the baddest jazz cats on the planet. But that doesn't change my desire to entertain people. That's me.",pleasure
"Intelligent people seem not to feel the natural pleasure of bewilderment, and are always answering questions when the chief relish of life is to go on asking them.",pleasure
"When I was at Birmingham, I used to go to a place called Redwood Field. I used to go there to watch the two o'clock kick-off. Where else can you get so much money for doing a sport? It was a pleasure to go out and get paid for it.",pleasure
"Luxury is an alluring pleasure, a bastard mirth, which hath honey in her mouth, gall in her heart, and a sting in her tail.",pleasure
"It is in his pleasure that a man really lives; it is from his leisure that he constructs the true fabric of self.",pleasure
"It is one of the rooted principles of our nature that we take pleasure in seeing ourselves reflected in others; and, perversely, that we sometimes have a secret pleasure in seeing our own sins in others in a misshapen and monstrous form.",pleasure
"When I'm in 'Man vs. Wild' mode, it's not a pleasure thing. Every sensor is working, I'm on my toes the whole time, I'm deep-diving into my own reserve power - and that's the magic, it's raw and it's great.",pleasure
"A government that can at pleasure accuse, shoot, and hang men as traitors, for the general crime of refusing to submit themselves and their property unreservedly to its arbitrary will, can practice any particular and special oppression it pleases.",pleasure
"If pleasure was not followed by pain, who would forbear it?",pleasure
"I have always believed that it is a virtue to seek happiness in the happiness of others, and to find the pleasure of God in helping his people.",pleasure
"Usually, pleasure and pain are considered to be different from feelings.",pleasure
"If you're not doing what you want to do, there's no pleasure in work.",pleasure
"I know that two and two make four - and should be glad to prove it too if I could - though I must say if by any sort of process I could convert 2 and 2 into five it would give me much greater pleasure.",pleasure
"Fame and power are the objects of all men. Even their partial fruition is gained by very few; and that, too, at the expense of social pleasure, health, conscience, life.",pleasure
"Work is toil: what one does only to earn a living. If it gives pleasure, it is leisure.",pleasure
"I love to be important to the team. That's it: to be trying to help my team, Southampton, to give pleasure to the fans.",pleasure
"Love is a very important human activity in which laughter and pleasure predominate, even if it is only slightly.",pleasure
"It's always a pleasure to perform for people who love country music. And Australians definitely fall into that category. Each time I go back, I learn something new about the country, and I get to see some of the most beautiful places on the planet.",pleasure
"Never write anything that does not give you great pleasure. Emotion is easily transferred from the writer to the reader.",pleasure
"Journalists dedicated to strict fact-based reporting have a particular pleasure in satiric news outlets which are free to laugh out loud at the hypocrisies which reporters and editors can only observe and note without comment.",pleasure
"We have a market-driven society so obsessed with buying and selling, power, and pleasure, and property.",pleasure
"Work is actually a pleasure. It is very time-consuming. It's a way of life. I find that I can work when I'm traveling or when I'm running. There is nothing better than working on a rainy day.",pleasure
"EastEnders has been fantastic to me and it's no secret that it changed my life all of those years ago. I'll be so sad to leave Peggy behind; she's such a wonderful character to play. I have had the pleasure of working with a superlative cast and crew and have made many long-lasting good friends.",pleasure
"To go to the synagogue with one's father on the eve of the Passover - is there in the world a greater pleasure than that? What is it worth to be dressed in new clothes from head to foot, and to show off before one's friends? Then the prayers themselves - the first festival evening prayer and blessing.",pleasure
"For certainly there is no greater pleasure than to think that we are loving the most amiable and best of all beings, and that we are loved by the most amiable.",pleasure
"You will rejoice in your own happiness or in that of others, according to your sympathy; but it is always your own happiness you are seeking.",pleasure
"When it is known that, at the time I was accused of wishing to separate this island from my benefactors, France, I had renewed to her the oath of fidelity, I will be happy to believe that I have the government I deserve, and my fellow citizens - citizens, may justice be done me, and the enemies of my fellow citizens be reduced to silence.",pleasure
"Go your own way, pleasure, and I will go mine, to do.",pleasure
"When I was a little girl, I read Sigmund Freud's 'Beyond the Pleasure Principle' for the first time, and it helped me to understand that there are thousands of possible ways to interpret our experiences, that everything has its meaning, and that interpretation is the key to reality. That was the first step to becoming a writer.",pleasure
"I was very much influenced by Eric Clapton and Jimi Hendrix, and I had the pleasure of playing with them and being friends with them.",pleasure
"Poetry is the faculty of the soul, or the faculty of the mind, that enables the possessor of it to appreciate and to recognize the heights and depths of human experience. It is the power to feel pleasure or suffer pain with subtlety and intensity.",pleasure
"Pornography has its own moral justification, in that it says pleasure is enough for me; it is a statement of individual sovereignty.",pleasure
"The ability to enjoy life is a skill and a form of intelligence. So intelligence is a hard thing to assess, it manifests in many different ways. I do think that the ability to know how to live life without misery is a sign of it.",pleasure
"The crew of 'Monsoon Wedding' and most of my films are 90 per cent women, and that gives me a great pleasure and a great sense of pride. We do the work, you know, and there's a lot less of the ego... I really believe in harmony, and I believe in working with a selfless spirit, and that the film is bigger than all of us.",pleasure
"I don't derive any pleasure from the fact that the scientific predictions I've been making are proving to be correct.",pleasure
"Using only simple equipment and daylight is a pleasure and a supplement for me.",pleasure
"Paint your pleasure, paint your pleasure, and express your pleasure strongly.",pleasure
"There can be no great desire of riches, of pleasure, or of honor, if there be no sin.",pleasure
"When a man says that he is happy in a woman's company, he does not mean conversation.",pleasure
"The object of poetry is not to create a physical condition which shall give pleasure to the heart... The object of poetry is not an after-effect, not a pleasurable memory, but an immediate, sustained, and even unpleasant insistence upon itself.",pleasure
"My guilty pleasure at its most bottom-of-the-barrel is an old thesaurus. I know it might lead to overwriting, but if words like 'lamprophony,' 'pyretic' and 'bosky' exist, what a sadness that they should remain recondite.",pleasure
"Between lovers, a capital which each of them possesses exists. It is not merely a reserve of affection or pleasure, but also a possibility of playing double or quits with the share you hold in the other's heart.",pleasure
"A praiseworthy man is one who is discriminating in his actions towards others and who is sympathetic towards their sorrows and pleasures, their gains and losses. The opposite is a blameworthy man.",pleasure
